2.877442866477597505e-01,3.006622778163288157e-01
3.624892841587418757e-01,-1.871702275571857088e-01
3.754273188181559417e-01,7.849383682872634882e-02
4.490208458347799692e-02,-3.093479160903138681e-01
4.671611013177883187e-01,-7.813851560235496319e-02
-5.926951322442823855e-01,1.409704474810841157e-01
3.490529593631693239e-01,-2.536951777240225026e-01
1.224940957561466703e-01,1.286972935199999224e-01
4.783874169335854409e-01,3.072113772517317543e-01
5.349749714895202235e-01,3.621871555925726960e-01
-5.264928389173169077e-01,1.990696403957497029e-01
-3.282202628744324002e-01,-7.680041092282344217e-02
1.405386785252802362e-01,6.947562888717884189e-01
4.215258571296121026e-01,9.271903542194226411e-02
1.652738924078334115e-01,2.370793593178526226e-01
-5.836743330696750887e-01,2.096208676881206046e-02
-6.042335902297368833e-02,-4.401600002434131742e-01
2.107831770417868955e-01,-2.719578366540785774e-01
-6.213006230261712837e-01,9.953386582257084392e-02
-2.088592492626178965e-02,5.924804119131501512e-01
-3.580258058211753802e-01,5.074940232332731949e-01
