-3.865629138113311214e-01,1.068088974923050438e-01
-4.080356912379010104e-01,-2.982748877808926169e-01
-5.559329923218192526e-01,-7.449422524517190780e-03
-1.467209396244155695e-01,-4.785058287252562659e-01
-5.494088242365484653e-01,-1.702612723165242703e-01
4.782034278832643093e-01,2.011154588390093867e-01
-4.713654966483906694e-01,-3.807327407744074410e-01
-1.968563818830342260e-01,-4.521902731475244130e-02
-4.356346097527428185e-01,2.557011006297647548e-01
-3.433197257010656145e-01,3.836967036207494797e-01
4.815950443245360368e-01,4.387656265452122284e-03
2.768986276195224416e-01,-3.299583792544199534e-01
-1.426063432094879513e-01,5.420571410286156855e-01
-5.107489189127540907e-01,-5.300336110976489046e-02
-2.125467584394949982e-01,-8.159941543213422577e-03
5.137295258251510788e-01,9.285258957589848094e-02
-4.349252770266187618e-02,-5.945722989432781214e-01
-2.889339591679304098e-01,-3.782904874249892746e-01
5.575940536324006658e-01,4.354471761635525517e-02
6.926010580020180996e-03,3.798964445276252766e-01
4.154322430572171543e-01,-2.952570537250530647e-01
