-5.398630024983899212e-01,4.109800578550468764e-01
-6.260596534119660106e-01,6.725394991099864495e-02
-6.651522079058367343e-01,4.474068633358855851e-01
-1.901832708072312972e-01,2.115550558600776121e-01
-7.417299718070072823e-01,1.362938833064605282e-01
3.062672957873646129e-01,-6.810809112710181079e-02
-7.133118197240428948e-01,3.388836743581320476e-01
-3.074588047587003548e-01,4.143002201054363232e-01
-7.711640216507482659e-01,-1.239675502851178557e-02
-6.973970364897699170e-01,-2.393516874105050540e-01
1.405564092449680391e-01,-2.759920382661233407e-01
-1.889180415711944061e-01,-3.283894640224329642e-01
-2.166872644250533719e-01,7.154824793186973508e-01
-7.447587480813319116e-01,2.184470924756833909e-01
-4.796128619757394906e-01,8.081821842406661238e-03
1.704002215357308669e-01,-3.295869215068149005e-01
8.049598546979797042e-02,3.327736449487521675e-01
-4.127145084874228598e-01,2.115202116996268700e-01
2.399063338183410332e-01,-2.734880125947224960e-01
-3.458538932393839804e-02,5.363421466216613531e-01
-1.463201228142547716e-01,-4.511129199182131178e-01
