4.117716652038261316e-01,-2.963876706554526841e-01
6.720614897952903455e-01,-4.590130589446095311e-02
4.827022301508900881e-01,-3.812991889808871049e-01
5.277488180921124927e-01,2.631005724509989374e-01
6.770053186395809108e-01,-2.451036794803145291e-01
-3.417984705698983161e-01,1.702087059121009383e-01
7.470421394596016285e-01,-1.468563477543616269e-02
3.110522430268827243e-01,-1.028323844220525585e-01
3.422432615055574501e-01,-5.067371557149602523e-01
2.358690445673824465e-01,-5.814354082389909806e-01
-2.559578040694518997e-01,2.380418735341341963e-01
1.277400004573694403e-01,4.240330704828423336e-01
-6.400760766634494559e-02,-5.414139222463791867e-01
5.784881137212081192e-01,-2.923854284142777815e-01
3.459350706781119111e-01,-9.984909839122679820e-02
-3.797693774800757760e-01,4.744649251648791477e-02
5.277074309987608292e-01,4.222131164857225727e-01
6.248898683661421316e-01,9.635068493455967165e-02
-3.438125878509433186e-01,2.477463876504777396e-01
-7.324646416370889090e-02,-3.066756356655359617e-01
-3.370825550594430675e-02,4.374560510136302760e-01
