-2.927728561460056778e-01,-4.245006148090880727e-01
-6.443845058933116432e-01,-2.269178698614816025e-01
-4.766976052022751098e-01,-5.125743660288274439e-01
-6.422911052726658632e-01,8.155221554599800804e-02
-6.024570747777906465e-01,-4.236467058552820797e-01
-5.820532625769575530e-02,5.036350402720989328e-01
-7.379292218013215887e-01,-2.489962979623101536e-01
-3.339203983136309617e-01,-1.717544403115511820e-01
-1.951812439000331079e-01,-5.513599438537752917e-01
-4.383671547145717717e-02,-5.453933226975672399e-01
1.067654196174476766e-01,3.447982855867904872e-01
-2.725320084161636514e-01,3.304420257375880188e-01
2.139040668363267617e-01,-4.666289936891043766e-01
-4.667462158805371075e-01,-4.588925164058932360e-01
-2.854220630787333013e-01,-2.180659259691575258e-01
1.198883587125640915e-01,4.004750591483104971e-01
-6.886968974659446463e-01,2.444233905016327257e-01
-6.549144314871035988e-01,-7.629734040518632021e-02
5.104265979470193337e-02,4.791645228158352143e-01
1.863616872532842805e-01,-2.533071216160778238e-01
2.773575794116145410e-01,6.432239889391633270e-02
